task,harness,model,prompt,run,status,start,end,duration_s,outdir
cattrs-partial-structuring-recovery,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786552065.195,1786552596.976,531.8,k3-high__cattrs-partial-structuring-recovery__run2
boa-hierarchical-evaluation-cancellation,opencode,modal-low/moonshotai/Kimi-K3,v1,3,fail,1786550062.627,1786552611.456,2548.8,k3-low__boa-hierarchical-evaluation-cancellation__run3
cattrs-partial-structuring-recovery,opencode,modal/moonshotai/Kimi-K3,v1,2,pass,1786551807.344,1786552686.369,879.0,k3__cattrs-partial-structuring-recovery__run2
boa-hierarchical-evaluation-cancellation,opencode,modal-high/moonshotai/Kimi-K3,v1,4,fail,1786550722.424,1786552802.366,2079.9,k3-high__boa-hierarchical-evaluation-cancellation__run4
boa-hierarchical-evaluation-cancellation,opencode,modal-high/moonshotai/Kimi-K3,v1,3,fail,1786549975.965,1786552803.031,2827.1,k3-high__boa-hierarchical-evaluation-cancellation__run3
cattrs-partial-structuring-recovery,opencode,modal-low/moonshotai/Kimi-K3,v1,3,pass,1786552596.987,1786552954.799,357.8,k3-low__cattrs-partial-structuring-recovery__run3
cattrs-partial-structuring-recovery,opencode,modal/moonshotai/Kimi-K3,v1,3,pass,1786552400.687,1786553076.609,675.9,k3__cattrs-partial-structuring-recovery__run3
cattrs-partial-structuring-recovery,opencode,modal-low/moonshotai/Kimi-K3,v1,4,pass,1786552802.379,1786553207.522,405.1,k3-low__cattrs-partial-structuring-recovery__run4
clack-async-autocomplete-options,opencode,modal-high/moonshotai/Kimi-K3,v1,1,fail,1786552954.804,1786553398.076,443.3,k3-high__clack-async-autocomplete-options__run1
cattrs-partial-structuring-recovery,opencode,modal-high/moonshotai/Kimi-K3,v1,4,pass,1786552686.383,1786553410.148,723.8,k3-high__cattrs-partial-structuring-recovery__run4
cattrs-partial-structuring-recovery,opencode,modal-high/moonshotai/Kimi-K3,v1,3,pass,1786552596.625,1786553411.231,814.6,k3-high__cattrs-partial-structuring-recovery__run3
clack-async-autocomplete-options,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786553076.618,1786553464.128,387.5,k3-low__clack-async-autocomplete-options__run1
cattrs-partial-structuring-recovery,opencode,modal/moonshotai/Kimi-K3,v1,4,pass,1786552611.468,1786553589.184,977.7,k3__cattrs-partial-structuring-recovery__run4
clack-async-autocomplete-options,opencode,modal/moonshotai/Kimi-K3,v1,1,pass,1786552803.041,1786553683.650,880.6,k3__clack-async-autocomplete-options__run1
boa-hierarchical-evaluation-cancellation,opencode,modal/moonshotai/Kimi-K3,v1,2,pass,1786549630.634,1786553690.788,4060.2,k3__boa-hierarchical-evaluation-cancellation__run2
clack-async-autocomplete-options,opencode,modal-low/moonshotai/Kimi-K3,v1,2,fail,1786553410.155,1786553754.477,344.3,k3-low__clack-async-autocomplete-options__run2
boa-hierarchical-evaluation-cancellation,opencode,modal/moonshotai/Kimi-K3,v1,3,fail,1786549893.019,1786553797.121,3904.1,k3__boa-hierarchical-evaluation-cancellation__run3
clack-async-autocomplete-options,opencode,modal-high/moonshotai/Kimi-K3,v1,2,fail,1786553398.084,1786553900.139,502.1,k3-high__clack-async-autocomplete-options__run2
clack-async-autocomplete-options,opencode,modal-low/moonshotai/Kimi-K3,v1,3,fail,1786553589.199,1786553929.034,339.8,k3-low__clack-async-autocomplete-options__run3
clack-async-autocomplete-options,opencode,modal-high/moonshotai/Kimi-K3,v1,3,pass,1786553464.136,1786554052.379,588.2,k3-high__clack-async-autocomplete-options__run3
clack-async-autocomplete-options,opencode,modal/moonshotai/Kimi-K3,v1,2,fail,1786553207.530,1786554072.430,864.9,k3__clack-async-autocomplete-options__run2
clack-async-autocomplete-options,opencode,modal-low/moonshotai/Kimi-K3,v1,4,fail,1786553754.484,1786554195.150,440.7,k3-low__clack-async-autocomplete-options__run4
claude-code-by-agents-recursive-delegation,opencode,modal-high/moonshotai/Kimi-K3,v1,1,pass,1786553900.147,1786554196.964,296.8,k3-high__claude-code-by-agents-recursive-delegation__run1
clack-async-autocomplete-options,opencode,modal/moonshotai/Kimi-K3,v1,3,fail,1786553411.240,1786554221.459,810.2,k3__clack-async-autocomplete-options__run3
claude-code-by-agents-recursive-delegation,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786553929.040,1786554230.086,301.0,k3-low__claude-code-by-agents-recursive-delegation__run1
clack-async-autocomplete-options,opencode,modal-high/moonshotai/Kimi-K3,v1,4,pass,1786553690.810,1786554319.271,628.5,k3-high__clack-async-autocomplete-options__run4
claude-code-by-agents-recursive-delegation,opencode,modal-high/moonshotai/Kimi-K3,v1,2,fail,1786554072.439,1786554418.944,346.5,k3-high__claude-code-by-agents-recursive-delegation__run2
claude-code-by-agents-recursive-delegation,opencode,modal-low/moonshotai/Kimi-K3,v1,2,pass,1786554195.159,1786554483.502,288.3,k3-low__claude-code-by-agents-recursive-delegation__run2
claude-code-by-agents-recursive-delegation,opencode,modal/moonshotai/Kimi-K3,v1,2,fail,1786554052.387,1786554566.108,513.7,k3__claude-code-by-agents-recursive-delegation__run2
claude-code-by-agents-recursive-delegation,opencode,modal-low/moonshotai/Kimi-K3,v1,3,pass,1786554230.091,1786554579.065,349.0,k3-low__claude-code-by-agents-recursive-delegation__run3
claude-code-by-agents-recursive-delegation,opencode,modal/moonshotai/Kimi-K3,v1,1,pass,1786553797.144,1786554595.574,798.4,k3__claude-code-by-agents-recursive-delegation__run1
claude-code-by-agents-recursive-delegation,opencode,modal-high/moonshotai/Kimi-K3,v1,3,fail,1786554221.468,1786554616.059,394.6,k3-high__claude-code-by-agents-recursive-delegation__run3
clack-async-autocomplete-options,opencode,modal/moonshotai/Kimi-K3,v1,4,pass,1786553683.665,1786554675.304,991.6,k3__clack-async-autocomplete-options__run4
claude-code-by-agents-recursive-delegation,opencode,modal-low/moonshotai/Kimi-K3,v1,4,fail,1786554483.508,1786554739.694,256.2,k3-low__claude-code-by-agents-recursive-delegation__run4
claude-code-by-agents-recursive-delegation,opencode,modal/moonshotai/Kimi-K3,v1,3,fail,1786554196.971,1786554817.943,621.0,k3__claude-code-by-agents-recursive-delegation__run3
claude-code-by-agents-recursive-delegation,opencode,modal/moonshotai/Kimi-K3,v1,4,fail,1786554319.279,1786554853.441,534.2,k3__claude-code-by-agents-recursive-delegation__run4
claude-code-by-agents-recursive-delegation,opencode,modal-high/moonshotai/Kimi-K3,v1,4,pass,1786554418.951,1786554859.031,440.1,k3-high__claude-code-by-agents-recursive-delegation__run4
cliffy-config-file-parsing,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786554595.581,1786554965.874,370.3,k3-low__cliffy-config-file-parsing__run1
boa-hierarchical-evaluation-cancellation,opencode,modal/moonshotai/Kimi-K3,v1,4,pass,1786550086.149,1786555043.130,4957.0,k3__boa-hierarchical-evaluation-cancellation__run4
cliffy-config-file-parsing,opencode,modal-low/moonshotai/Kimi-K3,v1,2,fail,1786554739.700,1786555111.052,371.4,k3-low__cliffy-config-file-parsing__run2
cliffy-config-file-parsing,opencode,modal-high/moonshotai/Kimi-K3,v1,1,fail,1786554579.071,1786555221.367,642.3,k3-high__cliffy-config-file-parsing__run1
cliffy-config-file-parsing,opencode,modal-low/moonshotai/Kimi-K3,v1,3,fail,1786554859.040,1786555307.762,448.7,k3-low__cliffy-config-file-parsing__run3
cliffy-config-file-parsing,opencode,modal-high/moonshotai/Kimi-K3,v1,2,fail,1786554675.313,1786555439.875,764.6,k3-high__cliffy-config-file-parsing__run2
cliffy-config-file-parsing,opencode,modal/moonshotai/Kimi-K3,v1,2,fail,1786554616.065,1786555465.175,849.1,k3__cliffy-config-file-parsing__run2
cliffy-config-file-parsing,opencode,modal/moonshotai/Kimi-K3,v1,1,fail,1786554566.117,1786555519.214,953.1,k3__cliffy-config-file-parsing__run1
cliffy-config-file-parsing,opencode,modal-low/moonshotai/Kimi-K3,v1,4,fail,1786555111.059,1786555559.519,448.5,k3-low__cliffy-config-file-parsing__run4
cliffy-config-file-parsing,opencode,modal/moonshotai/Kimi-K3,v1,3,fail,1786554817.951,1786555566.799,748.8,k3__cliffy-config-file-parsing__run3
cliffy-config-file-parsing,opencode,modal-high/moonshotai/Kimi-K3,v1,4,fail,1786555043.146,1786555655.311,612.2,k3-high__cliffy-config-file-parsing__run4
cliffy-config-file-parsing,opencode,modal-high/moonshotai/Kimi-K3,v1,3,pass,1786554853.452,1786555676.237,822.8,k3-high__cliffy-config-file-parsing__run3
csstree-shorthand-expansion-compression,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786555439.884,1786555799.043,359.2,k3-low__csstree-shorthand-expansion-compression__run1
cliffy-config-file-parsing,opencode,modal/moonshotai/Kimi-K3,v1,4,fail,1786554965.880,1786555899.005,933.1,k3__cliffy-config-file-parsing__run4
csstree-shorthand-expansion-compression,opencode,modal-high/moonshotai/Kimi-K3,v1,1,fail,1786555307.772,1786555915.838,608.1,k3-high__csstree-shorthand-expansion-compression__run1
csstree-shorthand-expansion-compression,opencode,modal-low/moonshotai/Kimi-K3,v1,2,fail,1786555559.527,1786555923.039,363.5,k3-low__csstree-shorthand-expansion-compression__run2
csstree-shorthand-expansion-compression,opencode,modal-low/moonshotai/Kimi-K3,v1,3,fail,1786555676.245,1786555979.845,303.6,k3-low__csstree-shorthand-expansion-compression__run3
csstree-shorthand-expansion-compression,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786555519.225,1786556020.728,501.5,k3-high__csstree-shorthand-expansion-compression__run2
csstree-shorthand-expansion-compression,opencode,modal/moonshotai/Kimi-K3,v1,1,fail,1786555221.378,1786556103.045,881.7,k3__csstree-shorthand-expansion-compression__run1
csstree-shorthand-expansion-compression,opencode,modal/moonshotai/Kimi-K3,v1,2,fail,1786555465.185,1786556131.527,666.3,k3__csstree-shorthand-expansion-compression__run2
csstree-shorthand-expansion-compression,opencode,modal-high/moonshotai/Kimi-K3,v1,3,pass,1786555655.320,1786556166.146,510.8,k3-high__csstree-shorthand-expansion-compression__run3
csstree-shorthand-expansion-compression,opencode,modal-low/moonshotai/Kimi-K3,v1,4,fail,1786555915.849,1786556173.115,257.3,k3-low__csstree-shorthand-expansion-compression__run4
csstree-shorthand-expansion-compression,opencode,modal/moonshotai/Kimi-K3,v1,3,fail,1786555566.809,1786556265.316,698.5,k3__csstree-shorthand-expansion-compression__run3
dateutil-rfc5545-timezone-interop,opencode,modal-low/moonshotai/Kimi-K3,v1,1,fail,1786556020.737,1786556265.780,245.0,k3-low__dateutil-rfc5545-timezone-interop__run1
csstree-shorthand-expansion-compression,opencode,modal-high/moonshotai/Kimi-K3,v1,4,fail,1786555899.016,1786556390.734,491.7,k3-high__csstree-shorthand-expansion-compression__run4
dateutil-rfc5545-timezone-interop,opencode,modal-low/moonshotai/Kimi-K3,v1,2,fail,1786556166.154,1786556428.158,262.0,k3-low__dateutil-rfc5545-timezone-interop__run2
dateutil-rfc5545-timezone-interop,opencode,modal-low/moonshotai/Kimi-K3,v1,3,fail,1786556265.786,1786556469.544,203.8,k3-low__dateutil-rfc5545-timezone-interop__run3
csstree-shorthand-expansion-compression,opencode,modal/moonshotai/Kimi-K3,v1,4,pass,1786555799.050,1786556476.691,677.6,k3__csstree-shorthand-expansion-compression__run4
dateutil-rfc5545-timezone-interop,opencode,modal-high/moonshotai/Kimi-K3,v1,1,pass,1786555979.852,1786556541.441,561.6,k3-high__dateutil-rfc5545-timezone-interop__run1
dateutil-rfc5545-timezone-interop,opencode,modal/moonshotai/Kimi-K3,v1,1,fail,1786555923.046,1786556690.522,767.5,k3__dateutil-rfc5545-timezone-interop__run1
dateutil-rfc5545-timezone-interop,opencode,modal-high/moonshotai/Kimi-K3,v1,2,fail,1786556131.538,1786556699.337,567.8,k3-high__dateutil-rfc5545-timezone-interop__run2
dateutil-rfc5545-timezone-interop,opencode,modal-low/moonshotai/Kimi-K3,v1,4,fail,1786556469.550,1786556776.648,307.1,k3-low__dateutil-rfc5545-timezone-interop__run4
dateutil-rfc5545-timezone-interop,opencode,modal-high/moonshotai/Kimi-K3,v1,3,pass,1786556265.324,1786556825.165,559.8,k3-high__dateutil-rfc5545-timezone-interop__run3
dateutil-rfc5545-timezone-interop,opencode,modal/moonshotai/Kimi-K3,v1,2,fail,1786556103.055,1786556847.260,744.2,k3__dateutil-rfc5545-timezone-interop__run2
dateutil-rfc5545-timezone-interop,opencode,modal-high/moonshotai/Kimi-K3,v1,4,pass,1786556428.165,1786556881.233,453.1,k3-high__dateutil-rfc5545-timezone-interop__run4
dateutil-rfc5545-timezone-interop,opencode,modal/moonshotai/Kimi-K3,v1,3,fail,1786556173.121,1786556905.265,732.1,k3__dateutil-rfc5545-timezone-interop__run3
dateutil-rfc5545-timezone-interop,opencode,modal/moonshotai/Kimi-K3,v1,4,pass,1786556390.740,1786557262.331,871.6,k3__dateutil-rfc5545-timezone-interop__run4
expr-try-catch-errors,opencode,modal-high/moonshotai/Kimi-K3,v1,1,fail,1786556541.450,1786557378.554,837.1,k3-high__expr-try-catch-errors__run1
expr-try-catch-errors,opencode,modal-low/moonshotai/Kimi-K3,v1,1,fail,1786556690.533,1786557400.592,710.1,k3-low__expr-try-catch-errors__run1
expr-try-catch-errors,opencode,modal-low/moonshotai/Kimi-K3,v1,2,fail,1786556825.174,1786557547.283,722.1,k3-low__expr-try-catch-errors__run2
expr-try-catch-errors,opencode,modal-low/moonshotai/Kimi-K3,v1,3,fail,1786556905.279,1786557664.838,759.6,k3-low__expr-try-catch-errors__run3
expr-try-catch-errors,opencode,modal/moonshotai/Kimi-K3,v1,1,fail,1786556476.699,1786557679.285,1202.6,k3__expr-try-catch-errors__run1
expr-try-catch-errors,opencode,modal-high/moonshotai/Kimi-K3,v1,3,fail,1786556881.240,1786557740.518,859.3,k3-high__expr-try-catch-errors__run3
expr-try-catch-errors,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786556776.654,1786557797.925,1021.3,k3-high__expr-try-catch-errors__run2
expr-try-catch-errors,opencode,modal/moonshotai/Kimi-K3,v1,2,fail,1786556699.345,1786557822.326,1123.0,k3__expr-try-catch-errors__run2
fastapi-deprecation-response-headers,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786557679.318,1786557998.677,319.4,k3-low__fastapi-deprecation-response-headers__run1
expr-try-catch-errors,opencode,modal-low/moonshotai/Kimi-K3,v1,4,fail,1786557400.618,1786558039.967,639.3,k3-low__expr-try-catch-errors__run4
fastapi-deprecation-response-headers,opencode,modal-high/moonshotai/Kimi-K3,v1,1,pass,1786557664.867,1786558183.906,519.0,k3-high__fastapi-deprecation-response-headers__run1
fastapi-deprecation-response-headers,opencode,modal-low/moonshotai/Kimi-K3,v1,2,pass,1786557822.358,1786558202.973,380.6,k3-low__fastapi-deprecation-response-headers__run2
expr-try-catch-errors,opencode,modal/moonshotai/Kimi-K3,v1,3,fail,1786556847.270,1786558210.589,1363.3,k3__expr-try-catch-errors__run3
expr-try-catch-errors,opencode,modal-high/moonshotai/Kimi-K3,v1,4,pass,1786557378.584,1786558245.929,867.3,k3-high__expr-try-catch-errors__run4
fastapi-deprecation-response-headers,opencode,modal/moonshotai/Kimi-K3,v1,1,pass,1786557547.313,1786558269.078,721.8,k3__fastapi-deprecation-response-headers__run1
fastapi-deprecation-response-headers,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786557797.955,1786558321.140,523.2,k3-high__fastapi-deprecation-response-headers__run2
fastapi-deprecation-response-headers,opencode,modal/moonshotai/Kimi-K3,v1,2,fail,1786557740.549,1786558429.443,688.9,k3__fastapi-deprecation-response-headers__run2
fastapi-deprecation-response-headers,opencode,modal-high/moonshotai/Kimi-K3,v1,3,pass,1786558039.995,1786558496.510,456.5,k3-high__fastapi-deprecation-response-headers__run3
fastapi-deprecation-response-headers,opencode,modal-low/moonshotai/Kimi-K3,v1,3,pass,1786558183.915,1786558543.760,359.8,k3-low__fastapi-deprecation-response-headers__run3
fd-deterministic-multi-key-sorting,opencode,modal-low/moonshotai/Kimi-K3,v1,1,fail,1786558429.456,1786558677.444,248.0,k3-low__fd-deterministic-multi-key-sorting__run1
fd-deterministic-multi-key-sorting,opencode,modal-high/moonshotai/Kimi-K3,v1,1,pass,1786558321.149,1786558692.237,371.1,k3-high__fd-deterministic-multi-key-sorting__run1
fastapi-deprecation-response-headers,opencode,modal-low/moonshotai/Kimi-K3,v1,4,pass,1786558245.957,1786558699.543,453.6,k3-low__fastapi-deprecation-response-headers__run4
fd-deterministic-multi-key-sorting,opencode,modal/moonshotai/Kimi-K3,v1,1,pass,1786558269.088,1786558741.144,472.1,k3__fd-deterministic-multi-key-sorting__run1
fastapi-deprecation-response-headers,opencode,modal/moonshotai/Kimi-K3,v1,3,pass,1786557998.683,1786558842.999,844.3,k3__fastapi-deprecation-response-headers__run3
fastapi-deprecation-response-headers,opencode,modal-high/moonshotai/Kimi-K3,v1,4,pass,1786558210.622,1786558856.715,646.1,k3-high__fastapi-deprecation-response-headers__run4
expr-try-catch-errors,opencode,modal/moonshotai/Kimi-K3,v1,4,fail,1786557262.342,1786558858.169,1595.8,k3__expr-try-catch-errors__run4
fastapi-deprecation-response-headers,opencode,modal/moonshotai/Kimi-K3,v1,4,pass,1786558202.980,1786558911.757,708.8,k3__fastapi-deprecation-response-headers__run4
fd-deterministic-multi-key-sorting,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786558543.767,1786558947.905,404.1,k3-high__fd-deterministic-multi-key-sorting__run2
fd-deterministic-multi-key-sorting,opencode,modal-low/moonshotai/Kimi-K3,v1,2,pass,1786558677.450,1786558978.058,300.6,k3-low__fd-deterministic-multi-key-sorting__run2
fd-deterministic-multi-key-sorting,opencode,modal-low/moonshotai/Kimi-K3,v1,3,pass,1786558741.154,1786559016.874,275.7,k3-low__fd-deterministic-multi-key-sorting__run3
fd-deterministic-multi-key-sorting,opencode,modal-high/moonshotai/Kimi-K3,v1,3,pass,1786558699.550,1786559025.661,326.1,k3-high__fd-deterministic-multi-key-sorting__run3
fd-deterministic-multi-key-sorting,opencode,modal/moonshotai/Kimi-K3,v1,2,pass,1786558496.519,1786559069.362,572.8,k3__fd-deterministic-multi-key-sorting__run2
fd-deterministic-multi-key-sorting,opencode,modal-low/moonshotai/Kimi-K3,v1,4,pass,1786558858.202,1786559240.541,382.3,k3-low__fd-deterministic-multi-key-sorting__run4
fd-deterministic-multi-key-sorting,opencode,modal/moonshotai/Kimi-K3,v1,3,pass,1786558692.245,1786559313.109,620.9,k3__fd-deterministic-multi-key-sorting__run3
fd-deterministic-multi-key-sorting,opencode,modal-high/moonshotai/Kimi-K3,v1,4,pass,1786558856.726,1786559393.394,536.7,k3-high__fd-deterministic-multi-key-sorting__run4
fd-deterministic-multi-key-sorting,opencode,modal/moonshotai/Kimi-K3,v1,4,pass,1786558843.010,1786559521.384,678.4,k3__fd-deterministic-multi-key-sorting__run4
kcp-go-multiplexed-kcp-streams,opencode,modal-high/moonshotai/Kimi-K3,v1,1,pass,1786558947.914,1786559605.062,657.1,k3-high__kcp-go-multiplexed-kcp-streams__run1
kcp-go-multiplexed-kcp-streams,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786558978.065,1786559619.952,641.9,k3-low__kcp-go-multiplexed-kcp-streams__run1
kcp-go-multiplexed-kcp-streams,opencode,modal-low/moonshotai/Kimi-K3,v1,2,pass,1786559069.373,1786559722.337,653.0,k3-low__kcp-go-multiplexed-kcp-streams__run2
kcp-go-multiplexed-kcp-streams,opencode,modal-low/moonshotai/Kimi-K3,v1,3,pass,1786559393.402,1786559893.653,500.3,k3-low__kcp-go-multiplexed-kcp-streams__run3
kcp-go-multiplexed-kcp-streams,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786559025.670,1786560216.146,1190.5,k3-high__kcp-go-multiplexed-kcp-streams__run2
kombu-single-active-consumer-priority,opencode,modal-high/moonshotai/Kimi-K3,v1,1,pass,1786559893.658,1786560227.220,333.6,k3-high__kombu-single-active-consumer-priority__run1
kcp-go-multiplexed-kcp-streams,opencode,modal/moonshotai/Kimi-K3,v1,2,pass,1786559016.882,1786560261.943,1245.1,k3__kcp-go-multiplexed-kcp-streams__run2
kcp-go-multiplexed-kcp-streams,opencode,modal/moonshotai/Kimi-K3,v1,3,pass,1786559240.550,1786560267.198,1026.6,k3__kcp-go-multiplexed-kcp-streams__run3
kcp-go-multiplexed-kcp-streams,opencode,modal-low/moonshotai/Kimi-K3,v1,4,pass,1786559619.958,1786560420.232,800.3,k3-low__kcp-go-multiplexed-kcp-streams__run4
kombu-single-active-consumer-priority,opencode,modal-low/moonshotai/Kimi-K3,v1,1,fail,1786560216.153,1786560458.255,242.1,k3-low__kombu-single-active-consumer-priority__run1
kombu-single-active-consumer-priority,opencode,modal/moonshotai/Kimi-K3,v1,1,fail,1786559722.343,1786560573.389,851.0,k3__kombu-single-active-consumer-priority__run1
kombu-single-active-consumer-priority,opencode,modal-low/moonshotai/Kimi-K3,v1,2,fail,1786560267.206,1786560585.426,318.2,k3-low__kombu-single-active-consumer-priority__run2
kombu-single-active-consumer-priority,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786560261.953,1786560719.995,458.0,k3-high__kombu-single-active-consumer-priority__run2
kcp-go-multiplexed-kcp-streams,opencode,modal-high/moonshotai/Kimi-K3,v1,3,pass,1786559313.118,1786560757.054,1443.9,k3-high__kcp-go-multiplexed-kcp-streams__run3
kcp-go-multiplexed-kcp-streams,opencode,modal-high/moonshotai/Kimi-K3,v1,4,pass,1786559605.066,1786560781.640,1176.6,k3-high__kcp-go-multiplexed-kcp-streams__run4
kombu-single-active-consumer-priority,opencode,modal/moonshotai/Kimi-K3,v1,2,pass,1786560227.229,1786560836.669,609.4,k3__kombu-single-active-consumer-priority__run2
kombu-single-active-consumer-priority,opencode,modal-low/moonshotai/Kimi-K3,v1,3,pass,1786560573.400,1786560870.856,297.5,k3-low__kombu-single-active-consumer-priority__run3
kcp-go-multiplexed-kcp-streams,opencode,modal/moonshotai/Kimi-K3,v1,4,fail,1786559521.393,1786560877.764,1356.4,k3__kcp-go-multiplexed-kcp-streams__run4
kombu-single-active-consumer-priority,opencode,modal-high/moonshotai/Kimi-K3,v1,3,fail,1786560458.261,1786561040.974,582.7,k3-high__kombu-single-active-consumer-priority__run3
kombu-single-active-consumer-priority,opencode,modal-low/moonshotai/Kimi-K3,v1,4,fail,1786560757.061,1786561090.052,333.0,k3-low__kombu-single-active-consumer-priority__run4
kombu-single-active-consumer-priority,opencode,modal-high/moonshotai/Kimi-K3,v1,4,fail,1786560720.006,1786561315.334,595.3,k3-high__kombu-single-active-consumer-priority__run4
kombu-single-active-consumer-priority,opencode,modal/moonshotai/Kimi-K3,v1,4,fail,1786560585.433,1786561336.305,750.9,k3__kombu-single-active-consumer-priority__run4
kombu-single-active-consumer-priority,opencode,modal/moonshotai/Kimi-K3,v1,3,pass,1786560420.237,1786561426.560,1006.3,k3__kombu-single-active-consumer-priority__run3
kombu-virtual-queue-dead-lettering,opencode,modal-low/moonshotai/Kimi-K3,v1,1,fail,1786560870.862,1786561466.438,595.6,k3-low__kombu-virtual-queue-dead-lettering__run1
kombu-virtual-queue-dead-lettering,opencode,modal-low/moonshotai/Kimi-K3,v1,2,fail,1786561090.058,1786561484.967,394.9,k3-low__kombu-virtual-queue-dead-lettering__run2
kombu-virtual-queue-dead-lettering,opencode,modal-high/moonshotai/Kimi-K3,v1,1,fail,1786560836.677,1786561667.937,831.3,k3-high__kombu-virtual-queue-dead-lettering__run1
kombu-virtual-queue-dead-lettering,opencode,modal-high/moonshotai/Kimi-K3,v1,2,fail,1786561040.983,1786561830.026,789.0,k3-high__kombu-virtual-queue-dead-lettering__run2
kombu-virtual-queue-dead-lettering,opencode,modal-low/moonshotai/Kimi-K3,v1,3,fail,1786561426.573,1786561903.788,477.2,k3-low__kombu-virtual-queue-dead-lettering__run3
kombu-virtual-queue-dead-lettering,opencode,modal/moonshotai/Kimi-K3,v1,1,fail,1786560781.647,1786561988.738,1207.1,k3__kombu-virtual-queue-dead-lettering__run1
kombu-virtual-queue-dead-lettering,opencode,modal/moonshotai/Kimi-K3,v1,2,pass,1786560877.770,1786562025.194,1147.4,k3__kombu-virtual-queue-dead-lettering__run2
kombu-virtual-queue-dead-lettering,opencode,modal-high/moonshotai/Kimi-K3,v1,3,fail,1786561336.313,1786562113.992,777.7,k3-high__kombu-virtual-queue-dead-lettering__run3
kombu-virtual-queue-dead-lettering,opencode,modal-high/moonshotai/Kimi-K3,v1,4,fail,1786561484.973,1786562254.312,769.3,k3-high__kombu-virtual-queue-dead-lettering__run4
kombu-virtual-queue-dead-lettering,opencode,modal-low/moonshotai/Kimi-K3,v1,4,pass,1786561667.947,1786562271.860,603.9,k3-low__kombu-virtual-queue-dead-lettering__run4
kombu-virtual-queue-dead-lettering,opencode,modal/moonshotai/Kimi-K3,v1,3,fail,1786561315.345,1786562400.904,1085.6,k3__kombu-virtual-queue-dead-lettering__run3
koota-deferred-mutation-buffer,opencode,modal-low/moonshotai/Kimi-K3,v1,1,pass,1786561988.750,1786562483.695,494.9,k3-low__koota-deferred-mutation-buffer__run1
kombu-virtual-queue-dead-lettering,opencode,modal/moonshotai/Kimi-K3,v1,4,fail,1786561466.447,1786562531.083,1064.6,k3__kombu-virtual-queue-dead-lettering__run4
kcp-go-multiplexed-kcp-streams,opencode,modal/moonshotai/Kimi-K3,v1,1,pass,1786558911.768,1786562761.580,3849.8,k3__kcp-go-multiplexed-kcp-streams__run1
koota-deferred-mutation-buffer,opencode,modal-low/moonshotai/Kimi-K3,v1,2,fail,1786562254.324,1786562784.659,530.3,k3-low__koota-deferred-mutation-buffer__run2
koota-deferred-mutation-buffer,opencode,modal-low/moonshotai/Kimi-K3,v1,3,fail,1786562483.702,1786563053.493,569.8,k3-low__koota-deferred-mutation-buffer__run3
koota-deferred-mutation-buffer,opencode,modal-high/moonshotai/Kimi-K3,v1,2,fail,1786562114.002,1786563056.325,942.3,k3-high__koota-deferred-mutation-buffer__run2
koota-deferred-mutation-buffer,opencode,modal/moonshotai/Kimi-K3,v1,1,fail,1786561830.035,1786563065.709,1235.7,k3__koota-deferred-mutation-buffer__run1
koota-deferred-mutation-buffer,opencode,modal-high/moonshotai/Kimi-K3,v1,1,fail,1786561903.795,1786563295.433,1391.6,k3-high__koota-deferred-mutation-buffer__run1
koota-deferred-mutation-buffer,opencode,modal-low/moonshotai/Kimi-K3,v1,4,fail,1786562784.667,1786563371.625,587.0,k3-low__koota-deferred-mutation-buffer__run4
koota-deferred-mutation-buffer,opencode,modal-high/moonshotai/Kimi-K3,v1,3,fail,1786562400.916,1786563446.210,1045.3,k3-high__koota-deferred-mutation-buffer__run3
koota-deferred-mutation-buffer,opencode,modal/moonshotai/Kimi-K3,v1,2,fail,1786562025.205,1786563755.907,1730.7,k3__koota-deferred-mutation-buffer__run2
koota-deferred-mutation-buffer,opencode,modal-high/moonshotai/Kimi-K3,v1,4,fail,1786562761.588,1786564091.824,1330.2,k3-high__koota-deferred-mutation-buffer__run4
optique-conditional-option-dependencies,opencode,modal-high/moonshotai/Kimi-K3,v1,1,fail,1786563056.335,1786564232.086,1175.8,k3-high__optique-conditional-option-dependencies__run1
optique-conditional-option-dependencies,opencode,modal-high/moonshotai/Kimi-K3,v1,2,pass,1786563371.633,1786564334.029,962.4,k3-high__optique-conditional-option-dependencies__run2
optique-conditional-option-dependencies,opencode,modal-low/moonshotai/Kimi-K3,v1,2,pass,1786563446.220,1786564361.743,915.5,k3-low__optique-conditional-option-dependencies__run2
