task,setup,run,passed,start,end,orchestration_s,session_s,generation_s,billed_usd,sole_usd,steps,tokens_in,tokens_out
cliffy-config-file-parsing,glm-default,run2,0,1784210162.967,1784211106.272,943.3,888.6,704.1,2.5622,10.2937,120,13721347,71142
cliffy-config-file-parsing,glm-default,run3,0,1784210411.138,1784211531.266,1120.1,1065.2,817.8,3.0938,11.9561,176,17088513,79617
cliffy-config-file-parsing,glm-default,run4,0,1784210731.085,1784211804.828,1073.7,1019.6,827.7,3.1028,12.1006,143,14598374,86733
csstree-shorthand-expansion-compression,glm-default,run1,0,1784211122.550,1784212320.971,1198.4,1080.1,953.7,2.9142,13.9433,92,7915138,99139
csstree-shorthand-expansion-compression,glm-default,run2,0,1784211469.511,1784212565.134,1095.6,1047.9,911.4,2.7538,13.3254,103,11245794,95572
csstree-shorthand-expansion-compression,glm-default,run3,0,1784211757.778,1784213027.653,1269.9,1220.9,1083.3,4.3452,15.8375,107,11338771,118393
csstree-shorthand-expansion-compression,glm-default,run4,0,1784212167.246,1784213304.101,1136.9,1089.1,989.3,7.3005,14.4629,74,7588902,104191
dateutil-rfc5545-timezone-interop,glm-default,run1,0,1784214040.309,1784215563.749,1523.4,1457.3,1248.6,3.8351,18.2547,131,14685120,111491
dateutil-rfc5545-timezone-interop,glm-default,run2,0,1784214040.311,1784215724.329,1684.0,1620.6,1391.1,4.4836,20.3379,153,19787058,128119
dateutil-rfc5545-timezone-interop,glm-default,run3,1,1784214040.318,1784215323.402,1283.1,1216.8,1059.5,3.2181,15.4895,111,10928813,93164
dateutil-rfc5545-timezone-interop,glm-default,run4,1,1784214789.684,1784216491.546,1701.9,1647.4,1390.6,4.3553,20.3305,147,18316618,126795
expr-try-catch-errors,glm-default,run1,0,1784215284.493,1784218577.338,3292.8,3067.9,2496.3,7.5501,36.4957,172,28580369,130097
expr-try-catch-errors,glm-default,run2,0,1784215563.763,1784217597.710,2033.9,1872.6,1554.8,4.6165,22.7307,114,18207683,98410
expr-try-catch-errors,glm-default,run3,0,1784216164.531,1784218720.459,2555.9,2394.6,1994.8,5.919,29.1641,192,30054136,107412
expr-try-catch-errors,glm-default,run4,1,1784217467.101,1784219197.883,1730.8,1570.0,1283.9,4.3371,18.7705,153,22037870,104164
fastapi-deprecation-response-headers,glm-default,run1,1,1784217644.410,1784219395.416,1751.0,1576.9,1375.4,5.0756,20.1078,134,11796947,93869
fastapi-deprecation-response-headers,glm-default,run2,0,1784218979.159,1784220190.239,1211.1,1099.3,836.3,3.8852,12.2266,160,20303288,83835
fastapi-deprecation-response-headers,glm-default,run3,0,1784219197.896,1784219968.685,770.8,661.8,552.4,2.7774,8.0763,80,8136592,54402
fastapi-deprecation-response-headers,glm-default,run4,0,1784219481.774,1784220567.485,1085.7,978.2,715.4,3.2588,10.4593,174,26172485,87347
fd-deterministic-multi-key-sorting,glm-default,run1,1,1784220069.530,1784221151.480,1081.9,951.7,795.8,3.1115,11.635,110,14918318,94269
fd-deterministic-multi-key-sorting,glm-default,run2,1,1784220489.705,1784221449.036,959.3,904.9,791.0,3.2653,11.565,80,10640019,89733
fd-deterministic-multi-key-sorting,glm-default,run3,1,1784220726.318,1784221614.669,888.4,835.6,696.0,2.9182,10.1757,105,11292905,77228
fd-deterministic-multi-key-sorting,glm-default,run4,0,1784221188.129,1784221557.801,369.7,318.4,300.4,1.2895,4.3912,16,579069,33195
kcp-go-multiplexed-kcp-streams,glm-default,run1,0,1784221449.047,1784222810.962,1361.9,1042.2,948.0,3.0724,13.8597,78,7343306,93190
kcp-go-multiplexed-kcp-streams,glm-default,run2,0,1784221692.626,1784222055.366,362.7,290.3,274.6,0.886,4.0153,18,329049,32804
kcp-go-multiplexed-kcp-streams,glm-default,run3,0,1784222055.371,1784222453.200,397.8,324.5,320.5,0.8709,4.6863,4,96744,32326
kcp-go-multiplexed-kcp-streams,glm-default,run4,1,1784222645.571,1784223781.083,1135.5,1059.0,966.7,3.4666,14.133,72,8704292,110479
kombu-single-active-consumer-priority,glm-default,run1,0,1784223091.629,1784223966.493,874.9,720.6,591.5,2.3674,8.648,90,8056118,68965
kombu-single-active-consumer-priority,glm-default,run2,0,1784223687.070,1784224556.191,869.1,782.1,638.1,2.8211,9.3292,118,10001780,64650
kombu-single-active-consumer-priority,glm-default,run3,0,1784223966.503,1784224906.557,940.1,853.4,714.2,3.1184,10.4411,127,13896672,82250
kombu-single-active-consumer-priority,glm-default,run4,0,1784224433.325,1784225134.312,701.0,613.0,522.3,2.3672,7.6359,87,8095689,60737
kombu-virtual-queue-dead-lettering,glm-default,run1,0,1784224672.575,1784225095.669,423.1,264.1,245.5,0.8603,3.5892,21,536166,33037
kombu-virtual-queue-dead-lettering,glm-default,run2,0,1784225095.673,1784226020.163,924.5,836.5,701.5,2.3789,10.2567,124,11578989,84184
kombu-virtual-queue-dead-lettering,glm-default,run3,0,1784225284.354,1784226540.125,1255.8,1168.0,1002.2,2.8282,14.6526,154,14843457,93084
kombu-virtual-queue-dead-lettering,glm-default,run4,0,1784225591.218,1784226998.668,1407.5,1319.4,1154.8,2.8592,16.8839,148,14752689,104845
koota-deferred-mutation-buffer,glm-default,run1,0,1784225820.047,1784226726.492,906.4,777.0,748.1,1.7187,10.9369,24,1328594,64912
koota-deferred-mutation-buffer,glm-default,run2,0,1784226194.825,1784226851.957,657.1,605.5,586.9,1.2845,8.5801,23,801557,54631
koota-deferred-mutation-buffer,glm-default,run3,0,1784226540.136,1784227015.716,475.6,422.0,409.3,0.8892,5.9842,16,389725,33009
koota-deferred-mutation-buffer,glm-default,run4,0,1784226774.356,1784232220.877,5446.5,5403.0,3501.7,9.2537,51.1955,133,13439675,97690
optique-conditional-option-dependencies,glm-default,run1,0,1784226998.679,1784232485.430,5486.8,5353.1,3064.9,8.1801,44.8094,126,24741237,76263
optique-conditional-option-dependencies,glm-default,run2,0,1784227479.876,1784232934.899,5455.0,5335.3,3729.1,10.3019,54.5198,104,17859285,59443
optique-conditional-option-dependencies,glm-default,run3,0,1784227835.349,1784233288.718,5453.4,5362.0,4066.1,11.2799,59.4473,96,16474319,57814
optique-conditional-option-dependencies,glm-default,run4,0,1784230283.583,1784234272.186,3988.6,3907.2,3110.0,8.5833,45.4686,147,27507365,83411
psd-tools-blend-range-api,glm-default,run1,0,1784232527.202,1784234378.613,1851.4,1698.4,1538.9,3.7081,22.4988,85,10682212,67195
psd-tools-blend-range-api,glm-default,run2,1,1784233112.973,1784234607.715,1494.7,1424.7,1346.6,3.2142,19.6872,70,6343573,57283
psd-tools-blend-range-api,glm-default,run3,1,1784234039.737,1784235133.551,1093.8,1022.7,904.8,2.19,13.2275,108,8926927,77466
psd-tools-blend-range-api,glm-default,run4,0,1784234337.387,1784235136.388,799.0,728.3,605.1,1.4415,8.8461,117,10460837,58677
quill-shared-toolbar-focus,glm-default,run1,0,1784234450.354,1784235299.062,848.7,686.2,648.8,1.4747,9.4852,38,1727818,52914
quill-shared-toolbar-focus,glm-default,run2,0,1784234680.984,1784236864.289,2183.3,2127.6,1944.7,4.1428,28.4319,139,19140442,171047
quill-shared-toolbar-focus,glm-default,run3,0,1784235091.514,1784236310.073,1218.6,1163.4,1052.6,2.1564,15.389,99,10107139,94084
quill-shared-toolbar-focus,glm-default,run4,0,1784235251.756,1784236701.731,1450.0,1395.1,1224.7,2.5211,17.9054,157,13821102,85497
superjson-error-stack-serialization,glm-default,run1,0,1784235800.397,1784236276.568,476.2,355.2,350.7,0.6818,5.127,7,96608,32473
superjson-error-stack-serialization,glm-default,run2,0,1784236171.037,1784236610.828,439.8,387.4,380.5,0.8139,5.5627,10,156980,32567
superjson-error-stack-serialization,glm-default,run3,0,1784236523.901,1784237137.281,613.4,561.9,550.1,1.389,8.0429,15,478117,60463
superjson-error-stack-serialization,glm-default,run4,0,1784236651.599,1784237095.144,443.5,387.3,370.6,0.9202,5.4179,23,406769,32756
task-task-graph-export,glm-default,run1,1,1784236794.087,1784238089.170,1295.1,1029.5,892.4,2.5985,13.0466,115,11686784,61553
task-task-graph-export,glm-default,run2,1,1784237094.756,1784238307.739,1213.0,1054.1,865.4,2.4816,12.6525,131,15794796,75856
task-task-graph-export,glm-default,run3,1,1784237192.591,1784238580.938,1388.3,1230.7,1064.9,3.0541,15.5692,126,15167221,78014
task-task-graph-export,glm-default,run4,0,1784237452.913,1784238619.455,1166.5,1015.8,843.0,2.5329,12.3244,144,17166102,71873
yjs-map-conflict-detection,glm-default,run1,0,1784237938.362,1784239459.951,1521.6,1367.6,1238.5,3.475,18.1075,104,15998055,118122
yjs-map-conflict-detection,glm-default,run2,1,1784238265.043,1784239133.789,868.7,802.8,690.9,1.7678,10.1016,91,11541487,68411
yjs-map-conflict-detection,glm-default,run3,0,1784238541.345,1784239860.833,1319.5,1255.2,1141.5,3.8827,16.6882,97,13765569,109804
yjs-map-conflict-detection,glm-default,run4,1,1784238891.593,1784239917.262,1025.7,961.7,858.0,3.3018,12.5443,90,11408751,91232
abs-module-cache-flags,glm-high,run1,0,1784140585.367,1784141182.906,597.5,519.6,362.3,1.0905,5.2963,124,6044743,35802
abs-module-cache-flags,glm-high,run2,0,1784140585.370,1784141014.602,429.2,349.8,227.3,0.5812,3.3236,99,4113458,29979
abs-module-cache-flags,glm-high,run3,0,1784140585.388,1784141032.599,447.2,366.9,240.4,0.631,3.5141,98,4347796,32423
abs-module-cache-flags,glm-high,run4,1,1784141032.606,1784141419.044,386.4,316.5,188.4,0.6094,2.7545,111,4923734,27483
abs-stepped-slices,glm-high,run1,0,1784141410.089,1784141930.430,520.3,454.1,323.9,1.017,4.7359,106,5636571,42559
abs-stepped-slices,glm-high,run2,0,1784141573.815,1784142145.883,572.1,507.2,370.0,1.2792,5.4097,110,5816119,49885
abs-stepped-slices,glm-high,run3,1,1784141912.520,1784142298.514,386.0,319.5,205.5,0.6661,3.0039,101,4037740,30516
abs-stepped-slices,glm-high,run4,1,1784142145.890,1784142633.176,487.3,421.4,294.8,1.3341,4.3101,102,5638753,45697
actionlint-action-pinning-lint,glm-high,run1,1,1784142270.929,1784142730.288,459.4,396.3,255.5,0.9687,3.735,117,8437784,38792
actionlint-action-pinning-lint,glm-high,run2,0,1784142633.184,1784143104.193,471.0,408.3,249.5,0.9846,3.6472,123,9298875,35528
actionlint-action-pinning-lint,glm-high,run3,0,1784142849.405,1784143503.770,654.4,590.7,372.2,1.2749,5.4417,152,12963360,46003
actionlint-action-pinning-lint,glm-high,run4,1,1784143104.201,1784143558.682,454.5,390.7,264.8,0.8424,3.8711,85,6901874,30689
adaptix-name-mapping-aliases,glm-high,run1,1,1784143387.633,1784144290.098,902.5,821.3,580.4,1.8141,8.4849,163,14306592,60286
adaptix-name-mapping-aliases,glm-high,run2,1,1784143651.376,1784144718.207,1066.8,996.5,674.1,2.2257,9.8552,205,22902653,84462
adaptix-name-mapping-aliases,glm-high,run3,1,1784143995.405,1784144890.493,895.1,824.7,572.1,1.7983,8.3647,170,17981627,69956
adaptix-name-mapping-aliases,glm-high,run4,1,1784144457.802,1784145548.476,1090.7,1019.2,680.7,2.3935,9.9514,219,23464939,88703
aiomonitor-task-snapshots-diff,glm-high,run1,0,1784144997.753,1784145439.275,441.5,392.1,208.6,0.6503,3.0505,112,6193300,34561
aiomonitor-task-snapshots-diff,glm-high,run2,1,1784145439.282,1784145812.794,373.5,323.4,209.1,0.7346,3.0566,98,5499965,35269
aiomonitor-task-snapshots-diff,glm-high,run3,0,1784145680.360,1784146003.189,322.8,272.6,150.4,0.5195,2.1987,107,5686965,29169
aiomonitor-task-snapshots-diff,glm-high,run4,0,1784145921.492,1784146248.026,326.5,275.2,163.3,0.5165,2.3876,104,5111543,30192
anko-default-function-arguments,glm-high,run1,1,1784146231.425,1784146974.120,742.7,670.2,528.3,1.4113,7.7231,106,7559207,66497
anko-default-function-arguments,glm-high,run2,1,1784146411.363,1784147521.892,1110.5,1039.1,880.7,2.3604,12.8759,107,12291078,101308
anko-default-function-arguments,glm-high,run3,1,1784146974.128,1784148399.739,1425.6,1353.3,863.9,2.696,12.63,152,16775092,108129
anko-default-function-arguments,glm-high,run4,1,1784147293.040,1784148391.424,1098.4,1027.8,656.5,2.17,9.5978,100,9821937,80799
anko-typed-variable-bindings,glm-high,run1,1,1784147883.485,1784148481.673,598.2,523.2,213.3,0.7542,3.1188,78,5104246,27740
anko-typed-variable-bindings,glm-high,run2,1,1784148399.750,1784148741.602,341.9,269.8,143.0,0.6587,2.0909,62,3202935,19596
anko-typed-variable-bindings,glm-high,run3,1,1784148522.937,1784148955.293,432.4,359.4,206.8,0.9862,3.024,104,4595659,28318
anko-typed-variable-bindings,glm-high,run4,1,1784148935.168,1784149314.507,379.3,303.6,208.5,0.723,3.0477,74,4524288,27664
arcane-drift-detection-baselines,glm-high,run1,1,1784149032.299,1784150056.819,1024.5,743.4,542.6,1.876,7.9328,149,13899678,33210
arcane-drift-detection-baselines,glm-high,run2,1,1784149273.272,1784150497.259,1224.0,942.0,718.1,2.4934,10.4981,157,12436718,41445
arcane-drift-detection-baselines,glm-high,run3,1,1784149748.938,1784151004.168,1255.2,962.1,749.7,3.3446,10.9612,145,14225076,61042
arcane-drift-detection-baselines,glm-high,run4,0,1784150338.031,1784151378.098,1040.1,763.0,548.4,2.2788,8.0178,162,14549005,37978
arktype-json-schema-refs-dependencies,glm-high,run1,0,1784150684.344,1784152206.444,1522.1,1397.3,1034.6,3.7084,15.1261,259,28622630,123712
arktype-json-schema-refs-dependencies,glm-high,run2,1,1784151291.697,1784153755.979,2464.3,2338.9,1907.7,5.4302,27.8904,278,31415617,145437
arktype-json-schema-refs-dependencies,glm-high,run3,0,1784152125.297,1784153030.173,904.9,783.3,532.8,1.4611,7.7902,177,11777167,67097
arktype-json-schema-refs-dependencies,glm-high,run4,0,1784153123.336,1784154956.543,1833.2,1710.8,1354.3,3.7959,19.7998,255,28898191,103770
awilix-async-container-initialization,glm-high,run1,1,1784154438.230,1784154851.918,413.7,353.4,265.1,0.6594,3.8756,76,4048824,40748
awilix-async-container-initialization,glm-high,run2,1,1784154811.841,1784155164.424,352.6,293.8,213.0,0.6039,3.1135,68,3180894,30833
awilix-async-container-initialization,glm-high,run3,1,1784155153.705,1784155643.847,490.1,430.8,323.9,0.8971,4.7359,85,5471857,47157
awilix-async-container-initialization,glm-high,run4,1,1784155518.740,1784156016.625,497.9,437.7,300.4,0.8724,4.3919,117,6369406,42943
bandit-incremental-cache-control,glm-high,run1,0,1784156016.636,1784156529.581,512.9,419.1,290.8,1.014,4.2508,102,5568281,35280
bandit-incremental-cache-control,glm-high,run2,0,1784156306.016,1784156726.916,420.9,328.4,187.0,0.6687,2.7342,118,7329741,33838
bandit-incremental-cache-control,glm-high,run3,0,1784156529.588,1784156916.247,386.7,295.0,189.6,0.6294,2.7714,87,4905826,29687
bandit-incremental-cache-control,glm-high,run4,0,1784156916.254,1784157248.833,332.6,239.6,141.3,0.4624,2.0658,80,4300568,24921
bandit-interprocedural-taint-checks,glm-high,run1,0,1784157203.514,1784157782.678,579.2,518.7,285.5,0.9006,4.1745,119,6949123,41925
bandit-interprocedural-taint-checks,glm-high,run2,0,1784157458.268,1784158010.116,551.8,483.8,301.4,0.9132,4.4063,113,7587981,38305
bandit-interprocedural-taint-checks,glm-high,run3,1,1784157782.686,1784158428.747,646.1,574.9,400.1,1.1425,5.85,127,8015823,52391
bandit-interprocedural-taint-checks,glm-high,run4,1,1784158195.500,1784158729.874,534.4,474.2,352.8,0.9963,5.1581,88,5677888,41299
bandit-structured-nosec-directives,glm-high,run1,0,1784158428.755,1784159341.943,913.2,849.2,685.6,1.9532,10.0234,121,9645224,75567
bandit-structured-nosec-directives,glm-high,run2,0,1784158664.075,1784159484.009,819.9,755.9,573.5,1.6982,8.3842,129,11383367,79370
bandit-structured-nosec-directives,glm-high,run3,0,1784158983.823,1784159696.255,712.4,649.0,483.2,1.754,7.0649,130,8738402,61745
bandit-structured-nosec-directives,glm-high,run4,0,1784201744.046,1784202837.186,1093.1,997.1,736.7,2.0449,10.7711,145,11789976,78256
boa-hierarchical-evaluation-cancellation,glm-high,run1,0,1784201744.048,1784203941.254,2197.2,1915.0,1629.1,4.3093,23.818,150,17846280,62379
boa-hierarchical-evaluation-cancellation,glm-high,run2,1,1784202107.314,1784204189.280,2082.0,1799.5,1409.5,3.7153,20.6069,194,19358545,52129
boa-hierarchical-evaluation-cancellation,glm-high,run3,0,1784203262.298,1784205897.438,2635.1,2074.4,1796.5,4.8903,26.265,183,21286782,71945
boa-hierarchical-evaluation-cancellation,glm-high,run4,0,1784204056.905,1784207210.728,3153.8,2917.5,2601.3,7.5614,38.0308,206,23765763,93524
cattrs-partial-structuring-recovery,glm-high,run1,1,1784205814.058,1784206581.099,767.0,450.2,336.0,0.9383,4.9118,83,5206935,24289
cattrs-partial-structuring-recovery,glm-high,run2,1,1784206488.817,1784207111.603,622.8,574.0,449.7,1.0088,6.5753,85,7299602,44959
cattrs-partial-structuring-recovery,glm-high,run3,1,1784206915.930,1784207505.017,589.1,537.5,452.9,1.2455,6.6218,63,3943387,24396
cattrs-partial-structuring-recovery,glm-high,run4,1,1784207263.959,1784208078.297,814.3,767.0,583.1,2.0393,8.5245,122,6596118,40327
clack-async-autocomplete-options,glm-high,run1,0,1784207725.076,1784208295.525,570.4,502.7,379.1,1.0861,5.543,72,3950655,42705
clack-async-autocomplete-options,glm-high,run2,1,1784208032.671,1784208715.596,682.9,616.0,468.1,1.4396,6.8435,85,5730109,57116
clack-async-autocomplete-options,glm-high,run3,1,1784208262.588,1784208856.513,593.9,525.9,424.4,1.2606,6.2047,63,3669049,47796
clack-async-autocomplete-options,glm-high,run4,0,1784208563.235,1784209264.839,701.6,633.6,512.4,1.5127,7.4913,68,4255957,60075
claude-code-by-agents-recursive-delegation,glm-high,run1,1,1784208875.764,1784209436.119,560.4,463.7,360.2,1.1224,5.2663,63,2716682,38985
claude-code-by-agents-recursive-delegation,glm-high,run2,0,1784209264.846,1784209808.557,543.7,495.1,383.1,1.2586,5.6016,60,3471653,39205
claude-code-by-agents-recursive-delegation,glm-high,run3,1,1784209470.167,1784210017.845,547.7,454.7,300.2,1.044,4.3887,85,5541570,38863
claude-code-by-agents-recursive-delegation,glm-high,run4,1,1784209781.618,1784210162.961,381.3,271.8,194.9,0.682,2.8495,48,1802421,25638
cliffy-config-file-parsing,glm-high,run1,0,1784209948.696,1784210411.130,462.4,406.7,226.3,0.8312,3.3079,99,6761930,31434
cliffy-config-file-parsing,glm-high,run2,0,1784210222.571,1784211122.540,900.0,845.3,526.8,1.9372,7.7013,151,14420197,57480
cliffy-config-file-parsing,glm-high,run3,0,1784210518.650,1784211056.515,537.9,481.6,305.8,1.067,4.4714,86,6329177,36905
cliffy-config-file-parsing,glm-high,run4,1,1784210853.718,1784211757.766,904.0,849.3,558.5,2.0417,8.1653,146,14064086,62327
csstree-shorthand-expansion-compression,glm-high,run1,0,1784211154.403,1784212167.238,1012.8,925.2,729.9,2.1711,10.6717,100,7322813,82823
csstree-shorthand-expansion-compression,glm-high,run2,0,1784211531.278,1784212185.428,654.2,605.4,463.9,1.3224,6.7819,77,4139221,55267
csstree-shorthand-expansion-compression,glm-high,run3,0,1784211804.839,1784212589.563,784.7,737.2,594.8,1.7634,8.6967,77,4870746,69914
csstree-shorthand-expansion-compression,glm-high,run4,0,1784212185.436,1784212931.177,745.7,694.1,555.4,2.3474,8.1203,68,3979867,64076
dateutil-rfc5545-timezone-interop,glm-high,run1,0,1784214040.311,1784214789.677,749.4,681.4,454.3,1.2296,6.6415,94,6405899,45607
dateutil-rfc5545-timezone-interop,glm-high,run2,0,1784214040.312,1784215008.209,967.9,899.3,545.5,1.5454,7.9753,145,13416443,57821
dateutil-rfc5545-timezone-interop,glm-high,run3,0,1784214040.318,1784214701.781,661.5,591.9,416.1,1.088,6.0841,77,5024106,41976
dateutil-rfc5545-timezone-interop,glm-high,run4,0,1784214859.863,1784215587.047,727.2,670.6,406.7,1.2927,5.9465,126,10350224,50825
expr-try-catch-errors,glm-high,run1,1,1784215298.278,1784217505.933,2207.7,1991.8,1384.1,3.9461,20.2362,195,25809629,92533
expr-try-catch-errors,glm-high,run2,0,1784215587.055,1784217467.091,1880.0,1719.9,1176.4,3.2882,17.1988,130,15693178,74551
expr-try-catch-errors,glm-high,run3,0,1784216491.558,1784219111.077,2619.5,2453.0,1922.5,5.7919,28.1077,220,31079960,97671
expr-try-catch-errors,glm-high,run4,0,1784217505.947,1784219194.271,1688.3,1527.7,974.9,3.0904,14.2529,188,25739391,78759
fastapi-deprecation-response-headers,glm-high,run1,0,1784218577.353,1784219331.564,754.2,644.9,359.4,1.4379,5.2543,147,9529253,37552
fastapi-deprecation-response-headers,glm-high,run2,0,1784219111.095,1784220108.475,997.4,885.9,582.0,2.5829,8.5084,141,9519929,57137
fastapi-deprecation-response-headers,glm-high,run3,0,1784219331.579,1784220235.060,903.5,786.9,385.6,1.8313,5.6369,215,15033202,49291
fastapi-deprecation-response-headers,glm-high,run4,0,1784219951.334,1784220606.558,655.2,546.4,281.5,1.2438,4.1161,136,9438447,34321
fd-deterministic-multi-key-sorting,glm-high,run1,0,1784220108.487,1784220705.137,596.6,504.3,300.3,1.1874,4.3906,111,7450115,40803
fd-deterministic-multi-key-sorting,glm-high,run2,1,1784220567.503,1784221188.120,620.6,565.7,383.3,1.4366,5.6038,97,7490262,49519
fd-deterministic-multi-key-sorting,glm-high,run3,1,1784220836.558,1784221242.830,406.3,353.2,212.1,0.7792,3.101,77,4523099,30331
fd-deterministic-multi-key-sorting,glm-high,run4,0,1784221191.753,1784221776.977,585.2,529.5,397.3,1.5689,5.8087,69,4720129,37738
kcp-go-multiplexed-kcp-streams,glm-high,run1,0,1784221557.805,1784222749.974,1192.2,1120.0,970.6,3.1371,14.1898,77,5778036,68515
kcp-go-multiplexed-kcp-streams,glm-high,run2,1,1784221776.984,1784223461.111,1684.1,1605.7,1371.6,4.296,20.0533,128,11328202,88237
kcp-go-multiplexed-kcp-streams,glm-high,run3,1,1784222072.072,1784223091.623,1019.6,941.3,800.8,2.513,11.7079,87,4373882,43360
kcp-go-multiplexed-kcp-streams,glm-high,run4,1,1784222749.980,1784223481.117,731.1,653.8,583.3,1.8054,8.5283,46,1517425,29556
kombu-single-active-consumer-priority,glm-high,run1,1,1784223260.673,1784223878.719,618.0,529.5,355.9,1.3366,5.2028,99,7094917,45042
kombu-single-active-consumer-priority,glm-high,run2,0,1784223747.640,1784224321.460,573.8,482.0,299.6,1.1373,4.3799,97,5711118,41801
kombu-single-active-consumer-priority,glm-high,run3,0,1784224034.058,1784224581.939,547.9,460.5,326.4,1.3149,4.7719,86,5198611,38100
kombu-single-active-consumer-priority,glm-high,run4,0,1784224556.200,1784225404.542,848.3,760.9,541.3,2.3324,7.9132,125,10200054,58986
kombu-virtual-queue-dead-lettering,glm-high,run1,0,1784224712.189,1784225591.209,879.0,761.0,555.9,2.1704,8.128,117,9082360,60903
kombu-virtual-queue-dead-lettering,glm-high,run2,0,1784225121.283,1784225820.040,698.8,611.0,451.8,1.5142,6.605,97,6532266,42873
kombu-virtual-queue-dead-lettering,glm-high,run3,0,1784225404.551,1784226267.334,862.8,775.0,572.3,1.6419,8.3672,114,7537301,67168
kombu-virtual-queue-dead-lettering,glm-high,run4,0,1784225752.682,1784226504.600,751.9,663.1,463.0,1.0976,6.7692,116,7011910,52608
koota-deferred-mutation-buffer,glm-high,run1,0,1784225845.978,1784226784.831,938.9,833.8,635.8,1.4428,9.2949,100,9899610,64262
koota-deferred-mutation-buffer,glm-high,run2,0,1784226241.822,1784227571.878,1330.1,1276.7,935.3,2.1261,13.6744,172,16131928,83085
koota-deferred-mutation-buffer,glm-high,run3,0,1784226552.557,1784227781.835,1229.3,1177.0,841.1,1.9092,12.2965,120,10059443,62727
koota-deferred-mutation-buffer,glm-high,run4,0,1784226784.841,1784231517.199,4732.4,4680.1,2698.9,6.9377,39.4576,143,13455091,77565
optique-conditional-option-dependencies,glm-high,run1,0,1784227015.721,1784232527.191,5511.5,5405.4,3525.4,9.3469,51.5413,111,16129580,69520
optique-conditional-option-dependencies,glm-high,run2,0,1784227548.703,1784228366.325,817.6,759.7,714.1,1.7822,10.4399,25,1265391,851
optique-conditional-option-dependencies,glm-high,run3,0,1784228366.333,1784233819.918,5453.6,5385.8,2905.2,7.8744,42.4749,142,20771795,51481
optique-conditional-option-dependencies,glm-high,run4,0,1784231517.209,1784234084.023,2566.8,2458.0,1505.9,3.9614,22.0167,105,14787349,48530
psd-tools-blend-range-api,glm-high,run1,0,1784232541.522,1784234055.745,1514.2,1368.1,964.6,2.1552,14.1024,78,4263906,42440
psd-tools-blend-range-api,glm-high,run2,1,1784233288.729,1784234434.748,1146.0,1075.5,845.0,1.9264,12.3538,105,6356325,44785
psd-tools-blend-range-api,glm-high,run3,1,1784234055.753,1784234830.457,774.7,703.8,541.2,1.3264,7.9124,89,5908584,50023
psd-tools-blend-range-api,glm-high,run4,1,1784234363.436,1784234995.613,632.2,562.4,377.6,0.8883,5.5205,106,6186255,39713
quill-shared-toolbar-focus,glm-high,run1,0,1784234455.451,1784235663.274,1207.8,1050.9,748.7,1.5594,10.9455,165,13266694,53456
quill-shared-toolbar-focus,glm-high,run2,0,1784234830.468,1784236052.911,1222.4,1166.6,910.4,1.8717,13.3103,131,11365568,82385
quill-shared-toolbar-focus,glm-high,run3,0,1784235133.560,1784236630.330,1496.8,1440.7,1213.4,2.4767,17.7395,128,9213756,68243
quill-shared-toolbar-focus,glm-high,run4,0,1784235299.068,1784236099.860,800.8,745.7,538.8,1.0276,7.8772,112,6747031,43116
superjson-error-stack-serialization,glm-high,run1,0,1784235866.946,1784236651.593,784.6,728.5,602.3,1.2328,8.8058,73,4189114,63176
superjson-error-stack-serialization,glm-high,run2,0,1784236276.571,1784236786.710,510.1,459.0,379.1,0.8371,5.5431,52,2129339,39116
superjson-error-stack-serialization,glm-high,run3,0,1784236551.452,1784237077.662,526.2,471.6,384.6,0.9273,5.6234,57,2303576,42686
superjson-error-stack-serialization,glm-high,run4,0,1784236679.762,1784237128.643,448.9,396.0,300.9,0.7195,4.3985,58,2432283,33124
task-task-graph-export,glm-high,run1,1,1784236837.976,1784237938.352,1100.4,887.4,596.2,1.6165,8.7162,147,13085869,43911
task-task-graph-export,glm-high,run2,0,1784237095.149,1784237898.251,803.1,645.5,398.3,1.042,5.8237,126,10223284,33767
task-task-graph-export,glm-high,run3,1,1784237251.166,1784238168.921,917.8,750.3,472.4,1.2855,6.9071,144,9343630,38350
task-task-graph-export,glm-high,run4,1,1784237741.935,1784238476.183,734.2,573.7,373.3,1.1426,5.4574,117,7203645,30076
yjs-map-conflict-detection,glm-high,run1,1,1784238050.355,1784239200.038,1149.7,1079.2,851.9,2.2488,12.4552,122,11329169,82585
yjs-map-conflict-detection,glm-high,run2,1,1784238307.752,1784239162.756,855.0,787.6,595.6,1.5125,8.7077,104,10914730,57117
yjs-map-conflict-detection,glm-high,run3,1,1784238580.949,1784239520.699,939.7,875.7,687.9,1.8193,10.057,104,11347202,62700
yjs-map-conflict-detection,glm-high,run4,1,1784239050.293,1784239979.671,929.4,866.8,644.3,3.2321,9.4192,131,13229908,66065
abs-module-cache-flags,glm-nothink,run1,1,1784140585.369,1784140987.309,401.9,322.4,174.8,0.4287,2.5557,122,4813996,25426
abs-module-cache-flags,glm-nothink,run2,0,1784140585.377,1784141015.199,429.8,349.9,158.7,0.3882,2.32,155,7074698,27349
abs-module-cache-flags,glm-nothink,run3,0,1784140987.320,1784141403.998,416.7,345.6,187.6,0.5874,2.7434,132,6419130,28657
