task,harness,model,prompt,run,status,start,end,duration_s,outdir
bandit-incremental-cache-control,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,fail,1784156529.588,1784156916.247,386.7,glm-high__bandit-incremental-cache-control__run3
bandit-incremental-cache-control,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784156492.368,1784156938.389,446.0,glm-nothink__bandit-incremental-cache-control__run2
bandit-incremental-cache-control,claude,claude-code/claude-opus-4-8,v1,1,fail,1784156120.855,1784156946.656,825.8,opus__bandit-incremental-cache-control__run1
bandit-incremental-cache-control,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,fail,1784156293.174,1784156991.634,698.5,glm-default__bandit-incremental-cache-control__run2
bandit-incremental-cache-control,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,fail,1784156604.730,1784157203.505,598.8,glm-nothink__bandit-incremental-cache-control__run3
bandit-incremental-cache-control,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,fail,1784156916.254,1784157248.833,332.6,glm-high__bandit-incremental-cache-control__run4
bandit-incremental-cache-control,claude,claude-code/claude-opus-4-8,v1,2,pass,1784156513.391,1784157393.808,880.4,opus__bandit-incremental-cache-control__run2
bandit-incremental-cache-control,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784156938.397,1784157425.798,487.4,glm-nothink__bandit-incremental-cache-control__run4
bandit-incremental-cache-control,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,fail,1784156524.991,1784157458.253,933.3,glm-default__bandit-incremental-cache-control__run3
bandit-incremental-cache-control,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,fail,1784156796.169,1784157598.207,802.0,glm-default__bandit-incremental-cache-control__run4
bandit-incremental-cache-control,claude,claude-code/claude-opus-4-8,v1,3,pass,1784156726.924,1784157612.054,885.1,opus__bandit-incremental-cache-control__run3
bandit-interprocedural-taint-checks,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,fail,1784157248.843,1784157778.569,529.7,glm-nothink__bandit-interprocedural-taint-checks__run1
bandit-interprocedural-taint-checks,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,fail,1784157203.514,1784157782.678,579.2,glm-high__bandit-interprocedural-taint-checks__run1
bandit-interprocedural-taint-checks,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,fail,1784156991.644,1784157930.781,939.1,glm-default__bandit-interprocedural-taint-checks__run1
bandit-interprocedural-taint-checks,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,fail,1784157458.268,1784158010.116,551.8,glm-high__bandit-interprocedural-taint-checks__run2
bandit-incremental-cache-control,claude,claude-code/claude-opus-4-8,v1,4,fail,1784156946.657,1784158018.239,1071.6,opus__bandit-incremental-cache-control__run4
bandit-interprocedural-taint-checks,claude,claude-code/claude-opus-4-8,v1,1,pass,1784157393.810,1784158195.499,801.7,opus__bandit-interprocedural-taint-checks__run1
bandit-interprocedural-taint-checks,claude,claude-code/claude-opus-4-8,v1,2,pass,1784157612.056,1784158356.497,744.4,opus__bandit-interprocedural-taint-checks__run2
bandit-interprocedural-taint-checks,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784157598.217,1784158365.666,767.4,glm-nothink__bandit-interprocedural-taint-checks__run2
bandit-interprocedural-taint-checks,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,pass,1784157425.811,1784158366.171,940.4,glm-default__bandit-interprocedural-taint-checks__run2
bandit-interprocedural-taint-checks,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,pass,1784157782.686,1784158428.747,646.1,glm-high__bandit-interprocedural-taint-checks__run3
bandit-interprocedural-taint-checks,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,fail,1784157930.791,1784158440.834,510.0,glm-nothink__bandit-interprocedural-taint-checks__run3
arktype-json-schema-refs-dependencies,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,pass,1784153756.005,1784158612.939,4856.9,glm-nothink__arktype-json-schema-refs-dependencies__run4
bandit-interprocedural-taint-checks,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,pass,1784157778.577,1784158634.906,856.3,glm-default__bandit-interprocedural-taint-checks__run3
bandit-interprocedural-taint-checks,claude,claude-code/claude-opus-4-8,v1,3,pass,1784158010.124,1784158664.073,653.9,opus__bandit-interprocedural-taint-checks__run3
bandit-interprocedural-taint-checks,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,pass,1784158195.500,1784158729.874,534.4,glm-high__bandit-interprocedural-taint-checks__run4
bandit-interprocedural-taint-checks,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,fail,1784158018.241,1784158886.298,868.1,glm-default__bandit-interprocedural-taint-checks__run4
bandit-interprocedural-taint-checks,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784158356.499,1784158966.256,609.8,glm-nothink__bandit-interprocedural-taint-checks__run4
bandit-structured-nosec-directives,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,fail,1784158440.843,1784158983.814,543.0,glm-nothink__bandit-structured-nosec-directives__run1
bandit-interprocedural-taint-checks,claude,claude-code/claude-opus-4-8,v1,4,pass,1784158365.679,1784159154.864,789.2,opus__bandit-interprocedural-taint-checks__run4
bandit-structured-nosec-directives,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,fail,1784158428.755,1784159341.943,913.2,glm-high__bandit-structured-nosec-directives__run1
bandit-structured-nosec-directives,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784158729.880,1784159444.451,714.6,glm-nothink__bandit-structured-nosec-directives__run2
bandit-structured-nosec-directives,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,fail,1784158664.075,1784159484.009,819.9,glm-high__bandit-structured-nosec-directives__run2
bandit-structured-nosec-directives,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,fail,1784158983.823,1784159696.255,712.4,glm-high__bandit-structured-nosec-directives__run3
bandit-structured-nosec-directives,claude,claude-code/claude-opus-4-8,v1,1,fail,1784158612.959,1784159759.046,1146.1,opus__bandit-structured-nosec-directives__run1
bandit-structured-nosec-directives,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,fail,1784158634.914,1784159790.534,1155.6,glm-default__bandit-structured-nosec-directives__run2
bandit-structured-nosec-directives,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,fail,1784159154.865,1784159954.802,799.9,glm-nothink__bandit-structured-nosec-directives__run3
bandit-structured-nosec-directives,claude,claude-code/claude-opus-4-8,v1,2,fail,1784158886.306,1784160034.781,1148.5,opus__bandit-structured-nosec-directives__run2
bandit-structured-nosec-directives,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,fail,1784158366.181,1784160040.798,1674.6,glm-default__bandit-structured-nosec-directives__run1
bandit-structured-nosec-directives,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784159696.263,1784160126.489,430.2,glm-nothink__bandit-structured-nosec-directives__run4
bandit-structured-nosec-directives,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,fail,1784201744.045,1784202107.307,363.3,glm-default__bandit-structured-nosec-directives__run3
bandit-structured-nosec-directives,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,fail,1784201744.046,1784202837.186,1093.1,glm-high__bandit-structured-nosec-directives__run4
bandit-structured-nosec-directives,claude,claude-code/claude-opus-4-8,v1,3,fail,1784201744.047,1784203136.051,1392.0,opus__bandit-structured-nosec-directives__run3
bandit-structured-nosec-directives,claude,claude-code/claude-opus-4-8,v1,4,fail,1784201744.048,1784203182.344,1438.3,opus__bandit-structured-nosec-directives__run4
bandit-structured-nosec-directives,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,fail,1784201744.047,1784203262.274,1518.2,glm-default__bandit-structured-nosec-directives__run4
boa-hierarchical-evaluation-cancellation,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,fail,1784201744.062,1784203784.997,2040.9,glm-default__boa-hierarchical-evaluation-cancellation__run2
boa-hierarchical-evaluation-cancellation,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,fail,1784201744.048,1784203941.254,2197.2,glm-high__boa-hierarchical-evaluation-cancellation__run1
boa-hierarchical-evaluation-cancellation,claude,claude-code/claude-opus-4-8,v1,1,pass,1784201744.050,1784204035.264,2291.2,opus__boa-hierarchical-evaluation-cancellation__run1
boa-hierarchical-evaluation-cancellation,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,fail,1784201744.049,1784204056.894,2312.8,glm-nothink__boa-hierarchical-evaluation-cancellation__run1
boa-hierarchical-evaluation-cancellation,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,pass,1784202107.314,1784204189.280,2082.0,glm-high__boa-hierarchical-evaluation-cancellation__run2
boa-hierarchical-evaluation-cancellation,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,fail,1784201744.049,1784204444.061,2700.0,glm-default__boa-hierarchical-evaluation-cancellation__run1
boa-hierarchical-evaluation-cancellation,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,pass,1784202837.201,1784205813.847,2976.6,glm-nothink__boa-hierarchical-evaluation-cancellation__run2
boa-hierarchical-evaluation-cancellation,claude,claude-code/claude-opus-4-8,v1,2,pass,1784203136.054,1784205814.052,2678.0,opus__boa-hierarchical-evaluation-cancellation__run2
boa-hierarchical-evaluation-cancellation,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,fail,1784203262.298,1784205897.438,2635.1,glm-high__boa-hierarchical-evaluation-cancellation__run3
boa-hierarchical-evaluation-cancellation,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,pass,1784203182.349,1784206003.822,2821.5,glm-default__boa-hierarchical-evaluation-cancellation__run3
boa-hierarchical-evaluation-cancellation,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784204189.291,1784206459.563,2270.3,glm-nothink__boa-hierarchical-evaluation-cancellation__run4
boa-hierarchical-evaluation-cancellation,claude,claude-code/claude-opus-4-8,v1,3,fail,1784203941.295,1784206488.812,2547.5,opus__boa-hierarchical-evaluation-cancellation__run3
boa-hierarchical-evaluation-cancellation,claude,claude-code/claude-opus-4-8,v1,4,fail,1784204444.076,1784206553.199,2109.1,opus__boa-hierarchical-evaluation-cancellation__run4
cattrs-partial-structuring-recovery,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,pass,1784205814.058,1784206581.099,767.0,glm-high__cattrs-partial-structuring-recovery__run1
cattrs-partial-structuring-recovery,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,fail,1784205897.470,1784206669.743,772.3,glm-nothink__cattrs-partial-structuring-recovery__run1
cattrs-partial-structuring-recovery,claude,claude-code/claude-opus-4-8,v1,1,fail,1784206004.034,1784206915.927,911.9,opus__cattrs-partial-structuring-recovery__run1
cattrs-partial-structuring-recovery,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,pass,1784205813.865,1784207094.202,1280.3,glm-default__cattrs-partial-structuring-recovery__run1
cattrs-partial-structuring-recovery,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,pass,1784206488.817,1784207111.603,622.8,glm-high__cattrs-partial-structuring-recovery__run2
boa-hierarchical-evaluation-cancellation,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,fail,1784204056.905,1784207210.728,3153.8,glm-high__boa-hierarchical-evaluation-cancellation__run4
cattrs-partial-structuring-recovery,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784206553.201,1784207263.949,710.7,glm-nothink__cattrs-partial-structuring-recovery__run2
boa-hierarchical-evaluation-cancellation,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,fail,1784203785.033,1784207333.901,3548.9,glm-nothink__boa-hierarchical-evaluation-cancellation__run3
cattrs-partial-structuring-recovery,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,pass,1784206915.930,1784207505.017,589.1,glm-high__cattrs-partial-structuring-recovery__run3
cattrs-partial-structuring-recovery,claude,claude-code/claude-opus-4-8,v1,2,fail,1784206581.106,1784207638.259,1057.2,opus__cattrs-partial-structuring-recovery__run2
cattrs-partial-structuring-recovery,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,fail,1784207094.211,1784207725.067,630.9,glm-nothink__cattrs-partial-structuring-recovery__run3
cattrs-partial-structuring-recovery,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,pass,1784206459.586,1784207738.902,1279.3,glm-default__cattrs-partial-structuring-recovery__run2
boa-hierarchical-evaluation-cancellation,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,pass,1784204035.290,1784207777.407,3742.1,glm-default__boa-hierarchical-evaluation-cancellation__run4
cattrs-partial-structuring-recovery,claude,claude-code/claude-opus-4-8,v1,3,fail,1784207111.610,1784207942.741,831.1,opus__cattrs-partial-structuring-recovery__run3
cattrs-partial-structuring-recovery,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,pass,1784206669.753,1784208032.661,1362.9,glm-default__cattrs-partial-structuring-recovery__run3
clack-async-autocomplete-options,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,fail,1784207638.261,1784208064.570,426.3,glm-default__clack-async-autocomplete-options__run1
cattrs-partial-structuring-recovery,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,pass,1784207263.959,1784208078.297,814.3,glm-high__cattrs-partial-structuring-recovery__run4
cattrs-partial-structuring-recovery,claude,claude-code/claude-opus-4-8,v1,4,fail,1784207505.022,1784208219.773,714.8,opus__cattrs-partial-structuring-recovery__run4
cattrs-partial-structuring-recovery,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,pass,1784207210.741,1784208262.579,1051.8,glm-default__cattrs-partial-structuring-recovery__run4
clack-async-autocomplete-options,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,fail,1784207725.076,1784208295.525,570.4,glm-high__clack-async-autocomplete-options__run1
clack-async-autocomplete-options,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,fail,1784207942.743,1784208313.806,371.1,glm-default__clack-async-autocomplete-options__run2
clack-async-autocomplete-options,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,pass,1784207738.918,1784208519.251,780.3,glm-nothink__clack-async-autocomplete-options__run1
cattrs-partial-structuring-recovery,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784207333.918,1784208563.225,1229.3,glm-nothink__cattrs-partial-structuring-recovery__run4
clack-async-autocomplete-options,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,pass,1784208032.671,1784208715.596,682.9,glm-high__clack-async-autocomplete-options__run2
clack-async-autocomplete-options,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,fail,1784208519.261,1784208848.441,329.2,glm-default__clack-async-autocomplete-options__run4
clack-async-autocomplete-options,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,pass,1784208262.588,1784208856.513,593.9,glm-high__clack-async-autocomplete-options__run3
clack-async-autocomplete-options,claude,claude-code/claude-opus-4-8,v1,1,fail,1784207777.422,1784208875.761,1098.3,opus__clack-async-autocomplete-options__run1
clack-async-autocomplete-options,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,fail,1784208295.533,1784208982.197,686.7,glm-nothink__clack-async-autocomplete-options__run3
clack-async-autocomplete-options,claude,claude-code/claude-opus-4-8,v1,2,fail,1784208078.305,1784209196.460,1118.2,opus__clack-async-autocomplete-options__run2
claude-code-by-agents-recursive-delegation,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,fail,1784208856.519,1784209240.439,383.9,glm-default__claude-code-by-agents-recursive-delegation__run1
clack-async-autocomplete-options,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,fail,1784208563.235,1784209264.839,701.6,glm-high__clack-async-autocomplete-options__run4
clack-async-autocomplete-options,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,pass,1784208219.774,1784209338.643,1118.9,glm-default__clack-async-autocomplete-options__run3
clack-async-autocomplete-options,claude,claude-code/claude-opus-4-8,v1,3,fail,1784208313.811,1784209382.748,1068.9,opus__clack-async-autocomplete-options__run3
claude-code-by-agents-recursive-delegation,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,pass,1784208875.764,1784209436.119,560.4,glm-high__claude-code-by-agents-recursive-delegation__run1
claude-code-by-agents-recursive-delegation,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,fail,1784208982.208,1784209470.159,488.0,glm-nothink__claude-code-by-agents-recursive-delegation__run1
clack-async-autocomplete-options,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784208715.603,1784209648.297,932.7,glm-nothink__clack-async-autocomplete-options__run4
clack-async-autocomplete-options,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784208064.575,1784209682.393,1617.8,glm-nothink__clack-async-autocomplete-options__run2
claude-code-by-agents-recursive-delegation,claude,claude-code/claude-opus-4-8,v1,1,pass,1784209196.463,1784209776.927,580.5,opus__claude-code-by-agents-recursive-delegation__run1
claude-code-by-agents-recursive-delegation,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,pass,1784209240.444,1784209781.609,541.2,glm-default__claude-code-by-agents-recursive-delegation__run2
claude-code-by-agents-recursive-delegation,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,fail,1784209264.846,1784209808.557,543.7,glm-high__claude-code-by-agents-recursive-delegation__run2
claude-code-by-agents-recursive-delegation,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,fail,1784209436.125,1784209865.408,429.3,glm-default__claude-code-by-agents-recursive-delegation__run3
claude-code-by-agents-recursive-delegation,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784209338.653,1784209891.463,552.8,glm-nothink__claude-code-by-agents-recursive-delegation__run2
clack-async-autocomplete-options,claude,claude-code/claude-opus-4-8,v1,4,fail,1784208848.446,1784209948.694,1100.2,opus__clack-async-autocomplete-options__run4
claude-code-by-agents-recursive-delegation,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,pass,1784209470.167,1784210017.845,547.7,glm-high__claude-code-by-agents-recursive-delegation__run3
claude-code-by-agents-recursive-delegation,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,fail,1784209776.929,1784210145.362,368.4,glm-default__claude-code-by-agents-recursive-delegation__run4
claude-code-by-agents-recursive-delegation,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,pass,1784209781.618,1784210162.961,381.3,glm-high__claude-code-by-agents-recursive-delegation__run4
claude-code-by-agents-recursive-delegation,claude,claude-code/claude-opus-4-8,v1,2,pass,1784209382.750,1784210222.570,839.8,opus__claude-code-by-agents-recursive-delegation__run2
claude-code-by-agents-recursive-delegation,claude,claude-code/claude-opus-4-8,v1,3,fail,1784209682.406,1784210229.753,547.3,opus__claude-code-by-agents-recursive-delegation__run3
claude-code-by-agents-recursive-delegation,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,fail,1784209648.311,1784210272.349,624.0,glm-nothink__claude-code-by-agents-recursive-delegation__run3
cliffy-config-file-parsing,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,fail,1784209948.696,1784210411.130,462.4,glm-high__cliffy-config-file-parsing__run1
claude-code-by-agents-recursive-delegation,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784209808.563,1784210518.642,710.1,glm-nothink__claude-code-by-agents-recursive-delegation__run4
cliffy-config-file-parsing,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,pass,1784210017.852,1784210524.504,506.7,glm-nothink__cliffy-config-file-parsing__run1
claude-code-by-agents-recursive-delegation,claude,claude-code/claude-opus-4-8,v1,4,fail,1784209865.414,1784210532.324,666.9,opus__claude-code-by-agents-recursive-delegation__run4
cliffy-config-file-parsing,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784210229.754,1784210731.077,501.3,glm-nothink__cliffy-config-file-parsing__run2
cliffy-config-file-parsing,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,fail,1784209891.472,1784210853.708,962.2,glm-default__cliffy-config-file-parsing__run1
cliffy-config-file-parsing,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,fail,1784210518.650,1784211056.515,537.9,glm-high__cliffy-config-file-parsing__run3
cliffy-config-file-parsing,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,fail,1784210162.967,1784211106.272,943.3,glm-default__cliffy-config-file-parsing__run2
cliffy-config-file-parsing,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,fail,1784210222.571,1784211122.540,900.0,glm-high__cliffy-config-file-parsing__run2
cliffy-config-file-parsing,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,fail,1784210524.513,1784211154.392,629.9,glm-nothink__cliffy-config-file-parsing__run3
cliffy-config-file-parsing,claude,claude-code/claude-opus-4-8,v1,1,fail,1784210145.367,1784211197.934,1052.6,opus__cliffy-config-file-parsing__run1
cliffy-config-file-parsing,claude,claude-code/claude-opus-4-8,v1,2,fail,1784210272.357,1784211248.910,976.6,opus__cliffy-config-file-parsing__run2
cliffy-config-file-parsing,claude,claude-code/claude-opus-4-8,v1,3,fail,1784210532.325,1784211469.508,937.2,opus__cliffy-config-file-parsing__run3
cliffy-config-file-parsing,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,fail,1784210411.138,1784211531.266,1120.1,glm-default__cliffy-config-file-parsing__run3
cliffy-config-file-parsing,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784211056.524,1784211554.312,497.8,glm-nothink__cliffy-config-file-parsing__run4
csstree-shorthand-expansion-compression,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,fail,1784211197.937,1784211657.667,459.7,glm-nothink__csstree-shorthand-expansion-compression__run1
cliffy-config-file-parsing,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,pass,1784210853.718,1784211757.766,904.0,glm-high__cliffy-config-file-parsing__run4
cliffy-config-file-parsing,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,fail,1784210731.085,1784211804.828,1073.7,glm-default__cliffy-config-file-parsing__run4
csstree-shorthand-expansion-compression,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784211554.321,1784211985.521,431.2,glm-nothink__csstree-shorthand-expansion-compression__run2
csstree-shorthand-expansion-compression,claude,claude-code/claude-opus-4-8,v1,1,fail,1784211248.913,1784212067.095,818.2,opus__csstree-shorthand-expansion-compression__run1
csstree-shorthand-expansion-compression,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,fail,1784211154.403,1784212167.238,1012.8,glm-high__csstree-shorthand-expansion-compression__run1
csstree-shorthand-expansion-compression,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,fail,1784211531.278,1784212185.428,654.2,glm-high__csstree-shorthand-expansion-compression__run2
cliffy-config-file-parsing,claude,claude-code/claude-opus-4-8,v1,4,fail,1784211106.282,1784212186.296,1080.0,opus__cliffy-config-file-parsing__run4
csstree-shorthand-expansion-compression,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,fail,1784211122.550,1784212320.971,1198.4,glm-default__csstree-shorthand-expansion-compression__run1
csstree-shorthand-expansion-compression,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,fail,1784211985.529,1784212407.692,422.2,glm-nothink__csstree-shorthand-expansion-compression__run3
csstree-shorthand-expansion-compression,claude,claude-code/claude-opus-4-8,v1,2,fail,1784211657.675,1784212562.427,904.8,opus__csstree-shorthand-expansion-compression__run2
csstree-shorthand-expansion-compression,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,fail,1784211469.511,1784212565.134,1095.6,glm-default__csstree-shorthand-expansion-compression__run2
csstree-shorthand-expansion-compression,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,fail,1784211804.839,1784212589.563,784.7,glm-high__csstree-shorthand-expansion-compression__run3
csstree-shorthand-expansion-compression,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784212186.298,1784212805.846,619.5,glm-nothink__csstree-shorthand-expansion-compression__run4
csstree-shorthand-expansion-compression,claude,claude-code/claude-opus-4-8,v1,3,fail,1784212067.096,1784212866.757,799.7,opus__csstree-shorthand-expansion-compression__run3
csstree-shorthand-expansion-compression,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,fail,1784212185.436,1784212931.177,745.7,glm-high__csstree-shorthand-expansion-compression__run4
csstree-shorthand-expansion-compression,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,fail,1784211757.778,1784213027.653,1269.9,glm-default__csstree-shorthand-expansion-compression__run3
csstree-shorthand-expansion-compression,claude,claude-code/claude-opus-4-8,v1,4,fail,1784212320.980,1784213179.633,858.7,opus__csstree-shorthand-expansion-compression__run4
csstree-shorthand-expansion-compression,opencode,modal/zai-org/GLM-5.2-FP8,v1,4,fail,1784212167.246,1784213304.101,1136.9,glm-default__csstree-shorthand-expansion-compression__run4
dateutil-rfc5545-timezone-interop,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,1,fail,1784214040.310,1784214665.736,625.4,glm-nothink__dateutil-rfc5545-timezone-interop__run1
dateutil-rfc5545-timezone-interop,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,3,fail,1784214040.318,1784214701.781,661.5,glm-high__dateutil-rfc5545-timezone-interop__run3
dateutil-rfc5545-timezone-interop,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,1,fail,1784214040.311,1784214789.677,749.4,glm-high__dateutil-rfc5545-timezone-interop__run1
dateutil-rfc5545-timezone-interop,claude,claude-code/claude-opus-4-8,v1,1,pass,1784214040.312,1784214859.860,819.5,opus__dateutil-rfc5545-timezone-interop__run1
dateutil-rfc5545-timezone-interop,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,2,fail,1784214040.312,1784215008.209,967.9,glm-high__dateutil-rfc5545-timezone-interop__run2
dateutil-rfc5545-timezone-interop,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,2,fail,1784214040.317,1784215142.381,1102.1,glm-nothink__dateutil-rfc5545-timezone-interop__run2
dateutil-rfc5545-timezone-interop,claude,claude-code/claude-opus-4-8,v1,2,fail,1784214040.317,1784215284.490,1244.2,opus__dateutil-rfc5545-timezone-interop__run2
dateutil-rfc5545-timezone-interop,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,3,fail,1784214665.745,1784215298.269,632.5,glm-nothink__dateutil-rfc5545-timezone-interop__run3
dateutil-rfc5545-timezone-interop,opencode,modal/zai-org/GLM-5.2-FP8,v1,3,pass,1784214040.318,1784215323.402,1283.1,glm-default__dateutil-rfc5545-timezone-interop__run3
dateutil-rfc5545-timezone-interop,opencode,modal-nothink/zai-org/GLM-5.2-FP8,v1,4,fail,1784215008.220,1784215542.757,534.5,glm-nothink__dateutil-rfc5545-timezone-interop__run4
dateutil-rfc5545-timezone-interop,opencode,modal/zai-org/GLM-5.2-FP8,v1,1,fail,1784214040.309,1784215563.749,1523.4,glm-default__dateutil-rfc5545-timezone-interop__run1
dateutil-rfc5545-timezone-interop,opencode,modal-high/zai-org/GLM-5.2-FP8,v1,4,fail,1784214859.863,1784215587.047,727.2,glm-high__dateutil-rfc5545-timezone-interop__run4
dateutil-rfc5545-timezone-interop,claude,claude-code/claude-opus-4-8,v1,3,fail,1784214701.787,1784215649.535,947.7,opus__dateutil-rfc5545-timezone-interop__run3
dateutil-rfc5545-timezone-interop,opencode,modal/zai-org/GLM-5.2-FP8,v1,2,fail,1784214040.311,1784215724.329,1684.0,glm-default__dateutil-rfc5545-timezone-interop__run2
